REGION,FUEL,YEAR,VALUE
REGION1,ITE2,2030,1129.47
REGION1,ITE2,2031,1145.35
REGION1,ITE2,2032,1161.23
REGION1,ITE2,2033,1177.1
REGION1,ITE2,2034,1192.98
REGION1,ITE2,2035,1208.85
REGION1,ITE2,2036,1225.71
REGION1,ITE2,2037,1242.57
REGION1,ITE2,2038,1259.42
REGION1,ITE2,2039,1276.28
REGION1,ITE2,2040,1293.14
REGION1,ITE2,2041,1306.33
REGION1,ITE2,2042,1319.53
REGION1,ITE2,2043,1332.73
REGION1,ITE2,2044,1345.92
REGION1,ITE2,2045,1359.12
REGION1,ITE2,2046,1371.61
REGION1,ITE2,2047,1384.11
REGION1,ITE2,2048,1396.6
REGION1,ITE2,2049,1409.09
REGION1,ITE2,2050,1421.59
REGION1,ITE2,2051,1430.12
REGION1,ITE2,2052,1438.7
REGION1,ITE2,2053,1447.33
REGION1,ITE2,2054,1456.01
REGION1,ITE2,2055,1464.75
REGION1,ITE2,2056,1473.54
REGION1,ITE2,2057,1482.38
REGION1,ITE2,2058,1491.27
REGION1,ITE2,2059,1500.22
REGION1,ITE2,2060,1509.22
REGION1,LTE2,2015,34.834176
REGION1,LTE2,2016,35.294724
REGION1,LTE2,2017,35.755272
REGION1,LTE2,2018,36.21582
REGION1,LTE2,2019,36.676368
REGION1,LTE2,2020,37.136916
REGION1,LTE2,2021,37.178784
REGION1,LTE2,2022,37.220652
REGION1,LTE2,2023,37.26252
REGION1,LTE2,2024,37.304388
REGION1,LTE2,2025,37.346256
REGION1,LTE2,2026,37.2122784
REGION1,LTE2,2027,37.0783008
REGION1,LTE2,2028,36.9443232
REGION1,LTE2,2029,36.8103456
REGION1,LTE2,2030,36.676368
REGION1,LTE2,2031,36.7684776
REGION1,LTE2,2032,36.8605872
REGION1,LTE2,2033,36.9526968
REGION1,LTE2,2034,37.0448064
REGION1,LTE2,2035,37.136916
REGION1,LTE2,2036,37.304388
REGION1,LTE2,2037,37.47186
REGION1,LTE2,2038,37.639332
REGION1,LTE2,2039,37.806804
REGION1,LTE2,2040,37.974276
REGION1,LTE2,2041,38.4683184
REGION1,LTE2,2042,38.9623608
REGION1,LTE2,2043,39.4564032
REGION1,LTE2,2044,39.9504456
REGION1,LTE2,2045,40.444488
REGION1,LTE2,2046,40.7543112
REGION1,LTE2,2047,41.0641344
REGION1,LTE2,2048,41.3739576
REGION1,LTE2,2049,41.683781
REGION1,LTE2,2050,41.9936
REGION1,LTE2,2051,42.35474899
REGION1,LTE2,2052,42.71899984
REGION1,LTE2,2053,43.08638323
REGION1,LTE2,2054,43.45692613
REGION1,LTE2,2055,43.83065569
REGION1,LTE2,2056,44.20759933
REGION1,LTE2,2057,44.58778469
REGION1,LTE2,2058,44.97123964
REGION1,LTE2,2059,45.3579923
REGION1,LTE2,2060,45.74807103
REGION1,LUE2,2015,23.320476
REGION1,LUE2,2016,23.613552
REGION1,LUE2,2017,23.906628
REGION1,LUE2,2018,24.199704
REGION1,LUE2,2019,24.49278
REGION1,LUE2,2020,24.785856
REGION1,LUE2,2021,25.2296568
REGION1,LUE2,2022,25.6734576
REGION1,LUE2,2023,26.1172584
REGION1,LUE2,2024,26.5610592
REGION1,LUE2,2025,27.00486
REGION1,LUE2,2026,27.5993856
REGION1,LUE2,2027,28.1939112
REGION1,LUE2,2028,28.7884368
REGION1,LUE2,2029,29.3829624
REGION1,LUE2,2030,29.977488
REGION1,LUE2,2031,30.7059912
REGION1,LUE2,2032,31.4344944
REGION1,LUE2,2033,32.1629976
REGION1,LUE2,2034,32.8915008
REGION1,LUE2,2035,33.620004
REGION1,LUE2,2036,34.3568808
REGION1,LUE2,2037,35.0937576
REGION1,LUE2,2038,35.8306344
REGION1,LUE2,2039,36.5675112
REGION1,LUE2,2040,37.304388
REGION1,LUE2,2041,37.9491552
REGION1,LUE2,2042,38.5939224
REGION1,LUE2,2043,39.2386896
REGION1,LUE2,2044,39.8834568
REGION1,LUE2,2045,40.528224
REGION1,LUE2,2046,41.0892552
REGION1,LUE2,2047,41.6502864
REGION1,LUE2,2048,42.2113176
REGION1,LUE2,2049,42.77235
REGION1,LUE2,2050,43.33338
REGION1,LUE2,2051,43.7667138
REGION1,LUE2,2052,44.20438094
REGION1,LUE2,2053,44.64642475
REGION1,LUE2,2054,45.09288899
REGION1,LUE2,2055,45.54381788
REGION1,LUE2,2056,45.99925606
REGION1,LUE2,2057,46.45924862
REGION1,LUE2,2058,46.92384111
REGION1,LUE2,2059,47.39307952
REGION1,LUE2,2060,47.86701032
REGION1,LVE2,2015,23.781024
REGION1,LVE2,2016,24.1913304
REGION1,LVE2,2017,24.6016368
REGION1,LVE2,2018,25.0119432
REGION1,LVE2,2019,25.4222496
REGION1,LVE2,2020,25.832556
REGION1,LVE2,2021,26.1507528
REGION1,LVE2,2022,26.4689496
REGION1,LVE2,2023,26.7871464
REGION1,LVE2,2024,27.1053432
REGION1,LVE2,2025,27.42354
REGION1,LVE2,2026,27.800352
REGION1,LVE2,2027,28.177164
REGION1,LVE2,2028,28.553976
REGION1,LVE2,2029,28.930788
REGION1,LVE2,2030,29.3076
REGION1,LVE2,2031,29.5336872
REGION1,LVE2,2032,29.7597744
REGION1,LVE2,2033,29.9858616
REGION1,LVE2,2034,30.2119488
REGION1,LVE2,2035,30.438036
REGION1,LVE2,2036,30.856716
REGION1,LVE2,2037,31.275396
REGION1,LVE2,2038,31.694076
REGION1,LVE2,2039,32.112756
REGION1,LVE2,2040,32.531436
REGION1,LVE2,2041,32.8831272
REGION1,LVE2,2042,33.2348184
REGION1,LVE2,2043,33.5865096
REGION1,LVE2,2044,33.9382008
REGION1,LVE2,2045,34.289892
REGION1,LVE2,2046,34.5578472
REGION1,LVE2,2047,34.8258024
REGION1,LVE2,2048,35.0937576
REGION1,LVE2,2049,35.3617128
REGION1,LVE2,2050,35.629668
REGION1,LVE2,2051,35.736557
REGION1,LVE2,2052,35.84376668
REGION1,LVE2,2053,35.95129798
REGION1,LVE2,2054,36.05915187
REGION1,LVE2,2055,36.16732932
REGION1,LVE2,2056,36.27583131
REGION1,LVE2,2057,36.38465881
REGION1,LVE2,2058,36.49381278
REGION1,LVE2,2059,36.60329422
REGION1,LVE2,2060,36.7131041
REGION1,MTE2,2015,6.95009
REGION1,MTE2,2016,7.1929224
REGION1,MTE2,2017,7.4357568
REGION1,MTE2,2018,7.6785912
REGION1,MTE2,2019,7.9214256
REGION1,MTE2,2020,8.16426
REGION1,MTE2,2021,8.2982376
REGION1,MTE2,2022,8.4322152
REGION1,MTE2,2023,8.5661928
REGION1,MTE2,2024,8.7001704
REGION1,MTE2,2025,8.83415
REGION1,MTE2,2026,8.9346312
REGION1,MTE2,2027,9.0351144
REGION1,MTE2,2028,9.1355976
REGION1,MTE2,2029,9.2360808
REGION1,MTE2,2030,9.33656
REGION1,MTE2,2031,9.3700584
REGION1,MTE2,2032,9.4035528
REGION1,MTE2,2033,9.4370472
REGION1,MTE2,2034,9.4705416
REGION1,MTE2,2035,9.50404
REGION1,MTE2,2036,9.6212664
REGION1,MTE2,2037,9.7384968
REGION1,MTE2,2038,9.8557272
REGION1,MTE2,2039,9.9729576
REGION1,MTE2,2040,10.09019
REGION1,MTE2,2041,10.1990448
REGION1,MTE2,2042,10.3079016
REGION1,MTE2,2043,10.4167584
REGION1,MTE2,2044,10.5256152
REGION1,MTE2,2045,10.63447
REGION1,MTE2,2046,10.7433288
REGION1,MTE2,2047,10.8521856
REGION1,MTE2,2048,10.9610424
REGION1,MTE2,2049,11.0699
REGION1,MTE2,2050,11.17876
REGION1,MTE2,2051,11.2793648
REGION1,MTE2,2052,11.38087909
REGION1,MTE2,2053,11.483307
REGION1,MTE2,2054,11.58665676
REGION1,MTE2,2055,11.69093667
REGION1,MTE2,2056,11.7961551
REGION1,MTE2,2057,11.9023205
REGION1,MTE2,2058,12.00944138
REGION1,MTE2,2059,12.11752636
REGION1,MTE2,2060,12.22658409
REGION1,NLE2,2015,378.235512
REGION1,NLE2,2016,382.1627304
REGION1,NLE2,2017,386.0899488
REGION1,NLE2,2018,390.0171672
REGION1,NLE2,2019,393.9443856
REGION1,NLE2,2020,397.871604
REGION1,NLE2,2021,400.6432656
REGION1,NLE2,2022,403.4149272
REGION1,NLE2,2023,406.1865888
REGION1,NLE2,2024,408.9582504
REGION1,NLE2,2025,411.729912
REGION1,NLE2,2026,413.1283032
REGION1,NLE2,2027,414.5266944
REGION1,NLE2,2028,415.9250856
REGION1,NLE2,2029,417.3234768
REGION1,NLE2,2030,418.721868
REGION1,NLE2,2031,420.35472
REGION1,NLE2,2032,421.987572
REGION1,NLE2,2033,423.620424
REGION1,NLE2,2034,425.253276
REGION1,NLE2,2035,426.886128
REGION1,NLE2,2036,430.1267112
REGION1,NLE2,2037,433.3672944
REGION1,NLE2,2038,436.6078776
REGION1,NLE2,2039,439.8484608
REGION1,NLE2,2040,443.089044
REGION1,NLE2,2041,446.2626384
REGION1,NLE2,2042,449.4362328
REGION1,NLE2,2043,452.6098272
REGION1,NLE2,2044,455.7834216
REGION1,NLE2,2045,458.957016
REGION1,NLE2,2046,462.808872
REGION1,NLE2,2047,466.660728
REGION1,NLE2,2048,470.512584
REGION1,NLE2,2049,474.36444
REGION1,NLE2,2050,478.216296
REGION1,NLE2,2051,482.0420264
REGION1,NLE2,2052,485.8983626
REGION1,NLE2,2053,489.7855495
REGION1,NLE2,2054,493.7038339
REGION1,NLE2,2055,497.6534645
REGION1,NLE2,2056,501.6346923
REGION1,NLE2,2057,505.6477698
REGION1,NLE2,2058,509.692952
REGION1,NLE2,2059,513.7704956
REGION1,NLE2,2060,517.8806595
REGION1,NOE2,2015,433.8
REGION1,NOE2,2016,439.2
REGION1,NOE2,2017,444.6
REGION1,NOE2,2018,450
REGION1,NOE2,2019,455.4
REGION1,NOE2,2020,460.8
REGION1,NOE2,2021,460.8
REGION1,NOE2,2022,460.8
REGION1,NOE2,2023,460.8
REGION1,NOE2,2024,460.8
REGION1,NOE2,2025,460.8
REGION1,NOE2,2026,460.8
REGION1,NOE2,2027,460.8
REGION1,NOE2,2028,460.8
REGION1,NOE2,2029,460.8
REGION1,NOE2,2030,460.8
REGION1,NOE2,2031,461.88
REGION1,NOE2,2032,462.96
REGION1,NOE2,2033,464.04
REGION1,NOE2,2034,465.12
REGION1,NOE2,2035,466.2
REGION1,NOE2,2036,467.28
REGION1,NOE2,2037,468.36
REGION1,NOE2,2038,469.44
REGION1,NOE2,2039,470.52
REGION1,NOE2,2040,471.6
REGION1,NOE2,2041,472.68
REGION1,NOE2,2042,473.76
REGION1,NOE2,2043,474.84
REGION1,NOE2,2044,475.92
REGION1,NOE2,2045,477
REGION1,NOE2,2046,478.08
REGION1,NOE2,2047,479.16
REGION1,NOE2,2048,480.24
REGION1,NOE2,2049,481.32
REGION1,NOE2,2050,482.4
REGION1,NOE2,2051,483.3648
REGION1,NOE2,2052,484.3315296
REGION1,NOE2,2053,485.3001927
REGION1,NOE2,2054,486.270793
REGION1,NOE2,2055,487.2433346
REGION1,NOE2,2056,488.169097
REGION1,NOE2,2057,489.0966183
REGION1,NOE2,2058,490.0259018
REGION1,NOE2,2059,490.956951
REGION1,NOE2,2060,491.8897692
REGION1,PLE2,2015,461.00855
REGION1,PLE2,2016,471.015
REGION1,PLE2,2017,481.021452
REGION1,PLE2,2018,491.027904
REGION1,PLE2,2019,501.034356
REGION1,PLE2,2020,511.04081
REGION1,PLE2,2021,521.172864
REGION1,PLE2,2022,531.30492
REGION1,PLE2,2023,541.436976
REGION1,PLE2,2024,551.569032
REGION1,PLE2,2025,561.70109
REGION1,PLE2,2026,570.5436096
REGION1,PLE2,2027,579.3861312
REGION1,PLE2,2028,588.2286528
REGION1,PLE2,2029,597.0711744
REGION1,PLE2,2030,605.9137
REGION1,PLE2,2031,612.2273904
REGION1,PLE2,2032,618.5410848
REGION1,PLE2,2033,624.8547792
REGION1,PLE2,2034,631.1684736
REGION1,PLE2,2035,637.48217
REGION1,PLE2,2036,643.8628512
REGION1,PLE2,2037,650.2435344
REGION1,PLE2,2038,656.6242176
REGION1,PLE2,2039,663.0049008
REGION1,PLE2,2040,669.38558
REGION1,PLE2,2041,675.5150592
REGION1,PLE2,2042,681.6445344
REGION1,PLE2,2043,687.7740096
REGION1,PLE2,2044,693.9034848
REGION1,PLE2,2045,700.03296
REGION1,PLE2,2046,705.68514
REGION1,PLE2,2047,711.33732
REGION1,PLE2,2048,716.9895
REGION1,PLE2,2049,722.64168
REGION1,PLE2,2050,728.29386
REGION1,PLE2,2051,732.6636232
REGION1,PLE2,2052,737.0596049
REGION1,PLE2,2053,741.4819625
REGION1,PLE2,2054,745.9308543
REGION1,PLE2,2055,750.4064394
REGION1,PLE2,2056,754.1584716
REGION1,PLE2,2057,757.929264
REGION1,PLE2,2058,761.7189103
REGION1,PLE2,2059,765.5275049
REGION1,PLE2,2060,769.3551424
REGION1,PTE2,2015,161.81982
REGION1,PTE2,2016,163.3773096
REGION1,PTE2,2017,164.9347992
REGION1,PTE2,2018,166.4922888
REGION1,PTE2,2019,168.0497784
REGION1,PTE2,2020,169.60727
REGION1,PTE2,2021,170.0175744
REGION1,PTE2,2022,170.4278808
REGION1,PTE2,2023,170.8381872
REGION1,PTE2,2024,171.2484936
REGION1,PTE2,2025,171.6588
REGION1,PTE2,2026,171.7174152
REGION1,PTE2,2027,171.7760304
REGION1,PTE2,2028,171.8346456
REGION1,PTE2,2029,171.8932608
REGION1,PTE2,2030,171.95188
REGION1,PTE2,2031,172.4459184
REGION1,PTE2,2032,172.9399608
REGION1,PTE2,2033,173.4340032
REGION1,PTE2,2034,173.9280456
REGION1,PTE2,2035,174.42209
REGION1,PTE2,2036,175.21758
REGION1,PTE2,2037,176.013072
REGION1,PTE2,2038,176.808564
REGION1,PTE2,2039,177.604056
REGION1,PTE2,2040,178.39955
REGION1,PTE2,2041,179.0861832
REGION1,PTE2,2042,179.7728184
REGION1,PTE2,2043,180.4594536
REGION1,PTE2,2044,181.1460888
REGION1,PTE2,2045,181.832724
REGION1,PTE2,2046,182.209536
REGION1,PTE2,2047,182.586348
REGION1,PTE2,2048,182.96316
REGION1,PTE2,2049,183.33997
REGION1,PTE2,2050,183.716784
REGION1,PTE2,2051,184.0842176
REGION1,PTE2,2052,184.452386
REGION1,PTE2,2053,184.8212908
REGION1,PTE2,2054,185.1909334
REGION1,PTE2,2055,185.5613152
REGION1,PTE2,2056,185.9324379
REGION1,PTE2,2057,186.3043027
REGION1,PTE2,2058,186.6769113
REGION1,PTE2,2059,187.0502652
REGION1,PTE2,2060,187.4243657
REGION1,ROE2,2015,154.19984
REGION1,ROE2,2016,157.339944
REGION1,ROE2,2017,160.480044
REGION1,ROE2,2018,163.620144
REGION1,ROE2,2019,166.760244
REGION1,ROE2,2020,169.90034
REGION1,ROE2,2021,171.365724
REGION1,ROE2,2022,172.831104
REGION1,ROE2,2023,174.296484
REGION1,ROE2,2024,175.761864
REGION1,ROE2,2025,177.22724
REGION1,ROE2,2026,178.5586464
REGION1,ROE2,2027,179.8900488
REGION1,ROE2,2028,181.2214512
REGION1,ROE2,2029,182.5528536
REGION1,ROE2,2030,183.88426
REGION1,ROE2,2031,185.4919872
REGION1,ROE2,2032,187.0997184
REGION1,ROE2,2033,188.7074496
REGION1,ROE2,2034,190.3151808
REGION1,ROE2,2035,191.92291
REGION1,ROE2,2036,194.0665536
REGION1,ROE2,2037,196.2101952
REGION1,ROE2,2038,198.3538368
REGION1,ROE2,2039,200.4974784
REGION1,ROE2,2040,202.64112
REGION1,ROE2,2041,204.8768712
REGION1,ROE2,2042,207.1126224
REGION1,ROE2,2043,209.3483736
REGION1,ROE2,2044,211.5841248
REGION1,ROE2,2045,213.81988
REGION1,ROE2,2046,215.8965288
REGION1,ROE2,2047,217.9731816
REGION1,ROE2,2048,220.0498344
REGION1,ROE2,2049,222.12649
REGION1,ROE2,2050,224.20314
REGION1,ROE2,2051,225.9967651
REGION1,ROE2,2052,227.8047392
REGION1,ROE2,2053,229.6271772
REGION1,ROE2,2054,231.4641946
REGION1,ROE2,2055,233.3159081
REGION1,ROE2,2056,234.7158036
REGION1,ROE2,2057,236.1240984
REGION1,ROE2,2058,237.540843
REGION1,ROE2,2059,238.966088
REGION1,ROE2,2060,240.3998846
REGION1,SEE2,2015,464.818536
REGION1,SEE2,2016,469.4072688
REGION1,SEE2,2017,473.9960016
REGION1,SEE2,2018,478.5847344
REGION1,SEE2,2019,483.1734672
REGION1,SEE2,2020,487.7622
REGION1,SEE2,2021,490.651092
REGION1,SEE2,2022,493.539984
REGION1,SEE2,2023,496.428876
REGION1,SEE2,2024,499.317768
REGION1,SEE2,2025,502.20666
REGION1,SEE2,2026,505.6147152
REGION1,SEE2,2027,509.0227704
REGION1,SEE2,2028,512.4308256
REGION1,SEE2,2029,515.8388808
REGION1,SEE2,2030,519.246936
REGION1,SEE2,2031,522.0437184
REGION1,SEE2,2032,524.8405008
REGION1,SEE2,2033,527.6372832
REGION1,SEE2,2034,530.4340656
REGION1,SEE2,2035,533.230848
REGION1,SEE2,2036,536.4714312
REGION1,SEE2,2037,539.7120144
REGION1,SEE2,2038,542.9525976
REGION1,SEE2,2039,546.1931808
REGION1,SEE2,2040,549.433764
REGION1,SEE2,2041,554.457924
REGION1,SEE2,2042,559.482084
REGION1,SEE2,2043,564.506244
REGION1,SEE2,2044,569.530404
REGION1,SEE2,2045,574.554564
REGION1,SEE2,2046,579.0176928
REGION1,SEE2,2047,583.4808216
REGION1,SEE2,2048,587.9439504
REGION1,SEE2,2049,592.4070792
REGION1,SEE2,2050,596.870208
REGION1,SEE2,2051,599.2576888
REGION1,SEE2,2052,601.6547196
REGION1,SEE2,2053,604.0613385
REGION1,SEE2,2054,606.4775838
REGION1,SEE2,2055,608.9034942
REGION1,SEE2,2056,610.7302046
REGION1,SEE2,2057,612.5623953
REGION1,SEE2,2058,614.4000824
REGION1,SEE2,2059,616.2432827
REGION1,SEE2,2060,618.0920125
REGION1,SIE2,2015,45.97106
REGION1,SIE2,2016,46.47348
REGION1,SIE2,2017,46.975896
REGION1,SIE2,2018,47.478312
REGION1,SIE2,2019,47.980728
REGION1,SIE2,2020,48.48314
REGION1,SIE2,2021,49.3707456
REGION1,SIE2,2022,50.2583472
REGION1,SIE2,2023,51.1459488
REGION1,SIE2,2024,52.0335504
REGION1,SIE2,2025,52.92115
REGION1,SIE2,2026,53.1891072
REGION1,SIE2,2027,53.4570624
REGION1,SIE2,2028,53.7250176
REGION1,SIE2,2029,53.9929728
REGION1,SIE2,2030,54.26093
REGION1,SIE2,2031,54.4786416
REGION1,SIE2,2032,54.6963552
REGION1,SIE2,2033,54.9140688
REGION1,SIE2,2034,55.1317824
REGION1,SIE2,2035,55.3495
REGION1,SIE2,2036,55.7765496
REGION1,SIE2,2037,56.2036032
REGION1,SIE2,2038,56.6306568
REGION1,SIE2,2039,57.0577104
REGION1,SIE2,2040,57.48476
REGION1,SIE2,2041,57.9118176
REGION1,SIE2,2042,58.3388712
REGION1,SIE2,2043,58.7659248
REGION1,SIE2,2044,59.1929784
REGION1,SIE2,2045,59.62003
REGION1,SIE2,2046,60.1057008
REGION1,SIE2,2047,60.5913696
REGION1,SIE2,2048,61.0770384
REGION1,SIE2,2049,61.56271
REGION1,SIE2,2050,62.04838
REGION1,SIE2,2051,62.48271463
REGION1,SIE2,2052,62.92009363
REGION1,SIE2,2053,63.36053429
REGION1,SIE2,2054,63.80405803
REGION1,SIE2,2055,64.25068644
REGION1,SIE2,2056,64.57193987
REGION1,SIE2,2057,64.89479957
REGION1,SIE2,2058,65.21927357
REGION1,SIE2,2059,65.54536993
REGION1,SIE2,2060,65.87309678
REGION1,SKE2,2015,92.90509
REGION1,SKE2,2016,93.8596824
REGION1,SKE2,2017,94.8142728
REGION1,SKE2,2018,95.7688632
REGION1,SKE2,2019,96.7234536
REGION1,SKE2,2020,97.67804
REGION1,SKE2,2021,99.3443904
REGION1,SKE2,2022,101.0107368
REGION1,SKE2,2023,102.6770832
REGION1,SKE2,2024,104.3434296
REGION1,SKE2,2025,106.00978
REGION1,SKE2,2026,107.2072008
REGION1,SKE2,2027,108.4046256
REGION1,SKE2,2028,109.6020504
REGION1,SKE2,2029,110.7994752
REGION1,SKE2,2030,111.9969
REGION1,SKE2,2031,112.8007656
REGION1,SKE2,2032,113.6046312
REGION1,SKE2,2033,114.4084968
REGION1,SKE2,2034,115.2123624
REGION1,SKE2,2035,116.01623
REGION1,SKE2,2036,116.5856328
REGION1,SKE2,2037,117.1550376
REGION1,SKE2,2038,117.7244424
REGION1,SKE2,2039,118.2938472
REGION1,SKE2,2040,118.86325
REGION1,SKE2,2041,119.3489208
REGION1,SKE2,2042,119.8345896
REGION1,SKE2,2043,120.3202584
REGION1,SKE2,2044,120.8059272
REGION1,SKE2,2045,121.2916
REGION1,SKE2,2046,121.668408
REGION1,SKE2,2047,122.04522
REGION1,SKE2,2048,122.422032
REGION1,SKE2,2049,122.79884
REGION1,SKE2,2050,123.17566
REGION1,SKE2,2051,123.545183
REGION1,SKE2,2052,123.9158185
REGION1,SKE2,2053,124.287566
REGION1,SKE2,2054,124.6604287
REGION1,SKE2,2055,125.03441
REGION1,SKE2,2056,125.2844788
REGION1,SKE2,2057,125.5350477
REGION1,SKE2,2058,125.7861178
REGION1,SKE2,2059,126.0376901
REGION1,SKE2,2060,126.2897654
REGION1,UKE2,2015,1160.036676
REGION1,UKE2,2016,1169.155526
REGION1,UKE2,2017,1178.274377
REGION1,UKE2,2018,1187.393227
REGION1,UKE2,2019,1196.512078
REGION1,UKE2,2020,1205.630928
REGION1,UKE2,2021,1210.169419
REGION1,UKE2,2022,1214.70791
REGION1,UKE2,2023,1219.246402
REGION1,UKE2,2024,1223.784893
REGION1,UKE2,2025,1228.323384
REGION1,UKE2,2026,1239.100207
REGION1,UKE2,2027,1249.87703
REGION1,UKE2,2028,1260.653854
REGION1,UKE2,2029,1271.430677
REGION1,UKE2,2030,1282.2075
REGION1,UKE2,2031,1293.687706
REGION1,UKE2,2032,1305.167911
REGION1,UKE2,2033,1316.648117
REGION1,UKE2,2034,1328.128322
REGION1,UKE2,2035,1339.608528
REGION1,UKE2,2036,1356.246871
REGION1,UKE2,2037,1372.885214
REGION1,UKE2,2038,1389.523558
REGION1,UKE2,2039,1406.161901
REGION1,UKE2,2040,1422.800244
REGION1,UKE2,2041,1441.682712
REGION1,UKE2,2042,1460.56518
REGION1,UKE2,2043,1479.447648
REGION1,UKE2,2044,1498.330116
REGION1,UKE2,2045,1517.212584
REGION1,UKE2,2046,1529.13659
REGION1,UKE2,2047,1541.060597
REGION1,UKE2,2048,1552.984603
REGION1,UKE2,2049,1564.90861
REGION1,UKE2,2050,1576.832616
REGION1,UKE2,2051,1584.716779
REGION1,UKE2,2052,1592.640363
REGION1,UKE2,2053,1600.603565
REGION1,UKE2,2054,1608.606583
REGION1,UKE2,2055,1616.649616
REGION1,UKE2,2056,1624.732864
REGION1,UKE2,2057,1632.856528
REGION1,UKE2,2058,1641.020811
REGION1,UKE2,2059,1649.225915
REGION1,UKE2,2060,1657.472044
REGION1,ATHW,2015,26.43512057
REGION1,ATHW,2016,26.96658786
REGION1,ATHW,2017,27.49805515
REGION1,ATHW,2018,28.02952244
REGION1,ATHW,2019,28.56098973
REGION1,ATHW,2020,29.09245702
REGION1,ATHW,2021,29.34876305
REGION1,ATHW,2022,29.60506908
REGION1,ATHW,2023,29.86137511
REGION1,ATHW,2024,30.11768114
REGION1,ATHW,2025,30.37398717
REGION1,ATHW,2026,30.6302932
REGION1,ATHW,2027,30.88659923
REGION1,ATHW,2028,31.14290527
REGION1,ATHW,2029,31.3992113
REGION1,ATHW,2030,31.65551733
REGION1,ATHW,2031,31.91182336
REGION1,ATHW,2032,32.16812939
REGION1,ATHW,2033,32.42443542
REGION1,ATHW,2034,32.68074145
REGION1,ATHW,2035,32.93704748
REGION1,ATHW,2036,33.19335351
REGION1,ATHW,2037,33.44965954
REGION1,ATHW,2038,33.70596557
REGION1,ATHW,2039,33.9622716
REGION1,ATHW,2040,34.21857764
REGION1,ATHW,2041,34.47488367
REGION1,ATHW,2042,34.7311897
REGION1,ATHW,2043,34.98749573
REGION1,ATHW,2044,35.24380176
REGION1,ATHW,2045,35.50010779
REGION1,ATHW,2046,35.75641382
REGION1,ATHW,2047,36.01271985
REGION1,ATHW,2048,36.26902588
REGION1,ATHW,2049,36.52533191
REGION1,ATHW,2050,36.78163794
REGION1,ATHW,2051,37.03794398
REGION1,ATHW,2052,37.29425001
REGION1,ATHW,2053,37.55055604
REGION1,ATHW,2054,37.80686207
REGION1,ATHW,2055,38.0631681
REGION1,ATHW,2056,38.31947413
REGION1,ATHW,2057,38.57578016
REGION1,ATHW,2058,38.83208619
REGION1,ATHW,2059,39.08839222
REGION1,ATHW,2060,39.34469825
REGION1,ATHS,2015,236.5810818
REGION1,ATHS,2016,236.6252148
REGION1,ATHS,2017,236.6693478
REGION1,ATHS,2018,236.7134808
REGION1,ATHS,2019,236.7576139
REGION1,ATHS,2020,236.8017469
REGION1,ATHS,2021,234.157284
REGION1,ATHS,2022,231.5128211
REGION1,ATHS,2023,228.8683582
REGION1,ATHS,2024,226.2238953
REGION1,ATHS,2025,223.5794324
REGION1,ATHS,2026,220.9349695
REGION1,ATHS,2027,218.2905066
REGION1,ATHS,2028,215.6460437
REGION1,ATHS,2029,213.0015808
REGION1,ATHS,2030,210.3571179
REGION1,ATHS,2031,207.712655
REGION1,ATHS,2032,205.0681921
REGION1,ATHS,2033,202.4237292
REGION1,ATHS,2034,199.7792663
REGION1,ATHS,2035,197.1348034
REGION1,ATHS,2036,194.4903405
REGION1,ATHS,2037,191.8458776
REGION1,ATHS,2038,189.2014147
REGION1,ATHS,2039,186.5569518
REGION1,ATHS,2040,183.9124889
REGION1,ATHS,2041,181.268026
REGION1,ATHS,2042,178.6235631
REGION1,ATHS,2043,175.9791002
REGION1,ATHS,2044,173.3346373
REGION1,ATHS,2045,170.6901744
REGION1,ATHS,2046,168.0457115
REGION1,ATHS,2047,165.4012486
REGION1,ATHS,2048,162.7567857
REGION1,ATHS,2049,160.1123228
REGION1,ATHS,2050,157.4678599
REGION1,ATHS,2051,154.823397
REGION1,ATHS,2052,152.1789341
REGION1,ATHS,2053,149.5344712
REGION1,ATHS,2054,146.8900083
REGION1,ATHS,2055,144.2455454
REGION1,ATHS,2056,141.6010826
REGION1,ATHS,2057,138.9566197
REGION1,ATHS,2058,136.3121568
REGION1,ATHS,2059,133.6676939
REGION1,ATHS,2060,131.023231
REGION1,ATHP,2015,170.8305944
REGION1,ATHP,2016,172.6715193
REGION1,ATHP,2017,174.5124442
REGION1,ATHP,2018,176.3533691
REGION1,ATHP,2019,178.194294
REGION1,ATHP,2020,180.0352189
REGION1,ATHP,2021,181.173631
REGION1,ATHP,2022,182.3120431
REGION1,ATHP,2023,183.4504552
REGION1,ATHP,2024,184.5888674
REGION1,ATHP,2025,185.7272795
REGION1,ATHP,2026,186.8656916
REGION1,ATHP,2027,188.0041038
REGION1,ATHP,2028,189.1425159
REGION1,ATHP,2029,190.280928
REGION1,ATHP,2030,191.4193401
REGION1,ATHP,2031,192.5577523
REGION1,ATHP,2032,193.6961644
REGION1,ATHP,2033,194.8345765
REGION1,ATHP,2034,195.9729886
REGION1,ATHP,2035,197.1114008
REGION1,ATHP,2036,198.2498129
REGION1,ATHP,2037,199.388225
REGION1,ATHP,2038,200.5266372
REGION1,ATHP,2039,201.6650493
REGION1,ATHP,2040,202.8034614
REGION1,ATHP,2041,203.9418735
REGION1,ATHP,2042,205.0802857
REGION1,ATHP,2043,206.2186978
REGION1,ATHP,2044,207.3571099
